total_cases,new_cases,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,cases_test_ratio,target,cases_lag_1,cases_lag_2
22296414.0,0.0,242362.0,0.0,3831.43,15641.96,170.03,0.0,2.69,0.9,311324100.0,1875515.0,221.18,1.33,1817486.0,1.29,0.19,5.1,179646413.0,139861462.0,39784951.0,1284567.0,2065202.0,12.68,9.87,2.81,1457.0,1080948.0,0.08,81.94,0.0,0.0,0.0,0.0
22296414.0,0.0,242362.0,0.0,3831.43,15641.96,170.03,0.0,2.69,0.88,313017193.0,1693093.0,222.38,1.2,1801021.0,1.28,0.19,5.3,181544536.0,141132112.0,40412424.0,1898123.0,2007240.0,12.81,9.96,2.85,1416.0,1109376.0,0.08,81.94,0.0,0.0,0.0,0.0
24684077.0,0.0,270284.0,0.0,3988.86,17317.02,189.62,0.0,2.8,0.84,318292881.0,1869223.0,226.13,1.33,1813242.0,1.29,0.17,5.9,185191602.0,144270200.0,40921402.0,1374398.0,1618423.0,13.07,10.18,2.89,1142.0,1101836.0,0.08,81.94,0.0,0.0,0.0,0.0
24684077.0,0.0,270284.0,0.0,3988.86,17317.02,189.62,0.0,2.8,0.82,320301177.0,2008296.0,227.56,1.43,1816741.0,1.29,0.16,6.1,186410600.0,145333606.0,41076994.0,1218998.0,1480718.0,13.15,10.26,2.9,1045.0,1075480.0,0.08,81.94,0.0,0.0,0.0,0.0
24684077.0,0.0,270284.0,0.0,3988.86,17317.02,189.62,0.0,2.8,0.81,322356187.0,2055010.0,229.02,1.46,1843943.0,1.31,0.15,6.5,187886885.0,146624652.0,41262233.0,1476285.0,1360720.0,13.26,10.35,2.91,960.0,1076723.0,0.08,81.94,0.0,14.428562029446134,0.0,0.0
26530132.0,1846055.0,299266.0,28982.0,4140.29,18612.11,209.95,20.33,2.9,0.78,328607937.0,2123782.0,233.46,1.51,1983930.0,1.41,0.13,7.8,191719240.0,150033188.0,41686052.0,876743.0,1352605.0,13.53,10.59,2.94,954.0,1181265.0,0.08,81.94,0.9305036314266978,0.0,0.0,0.0
26530132.0,0.0,299266.0,0.0,4140.29,18612.11,209.95,0.0,2.9,0.77,330536064.0,1928127.0,234.83,1.37,2016058.0,1.43,0.12,8.2,194165711.0,152301505.0,41864206.0,2446471.0,1478358.0,13.7,10.75,2.95,1043.0,1315898.0,0.09,81.94,0.0,0.0,1846055.0,0.0
26530132.0,0.0,299266.0,0.0,4140.29,18612.11,209.95,0.0,2.9,0.76,332594176.0,2058112.0,236.29,1.46,2043042.0,1.45,0.12,8.6,195506779.0,153511379.0,41995400.0,1341068.0,1473597.0,13.8,10.83,2.96,1040.0,1320168.0,0.09,81.94,0.0,0.0,0.0,1846055.0
26530132.0,0.0,299266.0,0.0,4140.29,18612.11,209.95,0.0,2.9,0.75,334811496.0,2217320.0,237.87,1.58,2072903.0,1.47,0.11,9.1,198425615.0,156189641.0,42235974.0,2918836.0,1716431.0,14.0,11.02,2.98,1211.0,1550862.0,0.11,81.94,0.0,0.0,0.0,0.0
26530132.0,0.0,299266.0,0.0,4140.29,18612.11,209.95,0.0,2.9,0.73,336969353.0,2157857.0,239.4,1.53,2087595.0,1.48,0.1,9.6,201203166.0,158783606.0,42419560.0,2777551.0,1902326.0,14.2,11.2,2.99,1342.0,1736993.0,0.12,81.94,0.0,0.0,0.0,0.0
26530132.0,0.0,299266.0,0.0,4140.29,18612.11,209.95,0.0,2.9,0.72,339039861.0,2070508.0,240.87,1.47,2088856.0,1.48,0.1,10.2,203166802.0,160605562.0,42561240.0,1963636.0,1971730.0,14.34,11.33,3.0,1391.0,1811918.0,0.13,81.94,0.0,0.0,0.0,0.0
26530132.0,0.0,299266.0,0.0,4140.29,18612.11,209.95,0.0,2.9,0.71,341119909.0,2080048.0,242.35,1.48,2090822.0,1.48,0.09,10.7,207088953.0,164158704.0,42930249.0,3922151.0,2320922.0,14.61,11.58,3.03,1638.0,2134155.0,0.15,81.94,0.0,14.126422466353048,0.0,0.0
27894800.0,1364668.0,325972.0,26706.0,3815.14,19569.49,228.68,18.74,2.68,0.7,343183748.0,2063839.0,243.81,1.47,2082259.0,1.48,0.09,11.3,208665123.0,165598013.0,43067110.0,1576170.0,2420840.0,14.72,11.69,3.04,1708.0,2223546.0,0.16,81.94,0.6553782908954694,0.0,0.0,0.0
27894800.0,0.0,325972.0,0.0,3815.14,19569.49,228.68,0.0,2.68,0.69,344866883.0,1683135.0,245.01,1.2,2047260.0,1.45,0.09,11.7,210449895.0,167191085.0,43258810.0,1784772.0,2326312.0,14.85,11.8,3.05,1642.0,2127083.0,0.15,81.94,0.0,0.0,1364668.0,0.0
27894800.0,0.0,325972.0,0.0,3815.14,19569.49,228.68,0.0,2.68,0.69,346792257.0,1925374.0,246.38,1.37,2028297.0,1.44,0.08,12.3,213135738.0,169585180.0,43550558.0,2685843.0,2518423.0,15.04,11.97,3.07,1777.0,2296257.0,0.16,81.94,0.0,0.0,0.0,1364668.0
27894800.0,0.0,325972.0,0.0,3815.14,19569.49,228.68,0.0,2.68,0.68,350057330.0,3265073.0,248.7,2.32,2177976.0,1.55,0.07,14.2,215678166.0,171866824.0,43811342.0,2542428.0,2464650.0,15.22,12.13,3.09,1739.0,2239598.0,0.16,81.94,0.0,0.0,0.0,0.0
27894800.0,0.0,325972.0,0.0,3815.14,19569.49,228.68,0.0,2.68,0.67,353782648.0,3725318.0,251.34,2.65,2401899.0,1.71,0.06,16.5,218344384.0,174296917.0,44047467.0,2666218.0,2448745.0,15.41,12.3,3.11,1728.0,2216187.0,0.16,81.94,0.0,0.0,0.0,0.0
27894800.0,0.0,325972.0,0.0,3815.14,19569.49,228.68,0.0,2.68,0.67,357433846.0,3651198.0,253.94,2.59,2627712.0,1.87,0.05,19.0,223607768.0,179172948.0,44434820.0,5263384.0,2920138.0,15.78,12.64,3.14,2061.0,2652484.0,0.19,81.94,0.0,0.0,0.0,0.0
27894800.0,0.0,325972.0,0.0,3815.14,19569.49,228.68,0.0,2.68,0.67,361174142.0,3740296.0,256.6,2.66,2864890.0,2.04,0.05,21.9,225571144.0,180972102.0,44599042.0,1963376.0,2640313.0,15.92,12.77,3.15,1863.0,2401914.0,0.17,81.94,0.0,13.726176485604999,0.0,0.0
28809339.0,914539.0,346759.0,20787.0,2969.57,20211.08,243.27,14.58,2.08,0.67,364746522.0,3572380.0,259.13,2.54,3080396.0,2.19,0.04,25.0,228041045.0,183275704.0,44765341.0,2469901.0,2767989.0,16.09,12.93,3.16,1953.0,2525384.0,0.18,81.94,0.2968899787916947,0.0,0.0,0.0
28809339.0,0.0,346759.0,0.0,2969.57,20211.08,243.27,0.0,2.08,0.66,366334111.0,1587589.0,260.26,1.13,3066747.0,2.18,0.04,26.1,230490652.0,185501579.0,44989073.0,2449607.0,2862965.0,16.26,13.09,3.17,2020.0,2615785.0,0.18,81.94,0.0,0.0,914539.0,0.0
28809339.0,0.0,346759.0,0.0,2969.57,20211.08,243.27,0.0,2.08,0.66,368207596.0,1873485.0,261.59,1.33,3059334.0,2.17,0.04,27.4,233680929.0,188363894.0,45317035.0,3190277.0,2935027.0,16.49,13.29,3.2,2071.0,2682673.0,0.19,81.94,0.0,0.0,0.0,914539.0
28809339.0,0.0,346759.0,0.0,2969.57,20211.08,243.27,0.0,2.08,0.66,370193563.0,1985967.0,263.0,1.41,2876605.0,2.04,0.04,27.2,236856505.0,191222380.0,45634125.0,3175576.0,3025477.0,16.71,13.49,3.22,2135.0,2765079.0,0.2,81.94,0.0,0.0,0.0,0.0
28809339.0,0.0,346759.0,0.0,2969.57,20211.08,243.27,0.0,2.08,0.66,372198253.0,2004690.0,264.43,1.42,2630801.0,1.87,0.04,26.3,240281903.0,194325996.0,45955907.0,3425398.0,3133931.0,16.96,13.71,3.24,2211.0,2861297.0,0.2,81.94,0.0,0.0,0.0,0.0
28809339.0,0.0,346759.0,0.0,2969.57,20211.08,243.27,0.0,2.08,0.66,374242384.0,2044131.0,265.88,1.45,2401220.0,1.71,0.04,25.3,243703242.0,197415653.0,46287589.0,3421339.0,2870782.0,17.2,13.93,3.27,2026.0,2606101.0,0.18,81.94,0.0,0.0,0.0,0.0
28809339.0,0.0,346759.0,0.0,2969.57,20211.08,243.27,0.0,2.08,0.66,376232162.0,1989778.0,267.29,1.41,2151146.0,1.53,0.04,23.9,246188067.0,199655293.0,46532774.0,2484825.0,2945275.0,17.37,14.09,3.28,2078.0,2669027.0,0.19,81.94,0.0,13.354507898179666,0.0,0.0
29439989.0,630650.0,370384.0,23625.0,3375.0,20653.51,259.84,16.57,2.37,0.66,378132474.0,1900312.0,268.64,1.35,1912279.0,1.36,0.04,22.3,249430416.0,202572835.0,46857581.0,3242349.0,3055624.0,17.6,14.29,3.31,2156.0,2756733.0,0.2,81.94,0.32978957056498004,0.0,0.0,0.0
29439989.0,0.0,370384.0,0.0,3375.0,20653.51,259.84,0.0,2.37,0.66,379624626.0,1492152.0,269.7,1.06,1898645.0,1.35,0.04,23.1,252760364.0,205571046.0,47189318.0,3329948.0,3181387.0,17.84,14.51,3.33,2245.0,2867067.0,0.2,81.94,0.0,0.0,630650.0,0.0
29439989.0,0.0,370384.0,0.0,3375.0,20653.51,259.84,0.0,2.37,0.66,381375984.0,1751358.0,270.95,1.24,1881198.0,1.34,0.04,24.2,255305366.0,207830971.0,47474395.0,2545002.0,3089205.0,18.02,14.67,3.35,2180.0,2781011.0,0.2,81.94,0.0,0.0,0.0,630650.0
29439989.0,0.0,370384.0,0.0,3375.0,20653.51,259.84,0.0,2.37,0.67,383306971.0,1930987.0,272.32,1.37,1873344.0,1.33,0.04,25.3,258325900.0,210442950.0,47882950.0,3020534.0,3067056.0,18.23,14.85,3.38,2164.0,2745796.0,0.19,81.94,0.0,0.0,0.0,0.0
29439989.0,0.0,370384.0,0.0,3375.0,20653.51,259.84,0.0,2.37,0.67,385238220.0,1931249.0,273.69,1.37,1862852.0,1.32,0.04,26.7,262970250.0,214553189.0,48417061.0,4644350.0,3241192.0,18.56,15.14,3.42,2287.0,2889599.0,0.2,81.94,0.0,0.0,0.0,0.0
29439989.0,0.0,370384.0,0.0,3375.0,20653.51,259.84,0.0,2.37,0.68,387167696.0,1929476.0,275.06,1.37,1846473.0,1.31,0.04,27.8,266355940.0,217542993.0,48812947.0,3385690.0,3236100.0,18.79,15.35,3.44,2283.0,2875334.0,0.2,81.94,0.0,0.0,0.0,0.0
29439989.0,0.0,370384.0,0.0,3375.0,20653.51,259.84,0.0,2.37,0.69,389207637.0,2039941.0,276.51,1.45,1853639.0,1.32,0.03,29.4,270908312.0,221493259.0,49415053.0,4552372.0,3531464.0,19.12,15.63,3.49,2492.0,3119709.0,0.22,81.94,0.0,12.99901312350681,0.0,0.0
29881965.0,441976.0,386713.0,16329.0,2332.71,20963.57,271.3,11.46,1.64,0.7,391019083.0,1811446.0,277.8,1.29,1840944.0,1.31,0.03,30.3,274286599.0,224541283.0,49745316.0,3378287.0,3550883.0,19.35,15.84,3.51,2506.0,3138350.0,0.22,81.94,0.24008104533269597,0.0,0.0,0.0
29881965.0,0.0,386713.0,0.0,2332.71,20963.57,271.3,0.0,1.64,0.71,392407782.0,1388699.0,278.79,0.99,1826165.0,1.3,0.03,31.4,283313942.0,232744813.0,50569129.0,9027343.0,4364797.0,19.99,16.42,3.57,3080.0,3881967.0,0.27,81.94,0.0,0.0,441976.0,0.0
29881965.0,0.0,386713.0,0.0,2332.71,20963.57,271.3,0.0,1.64,0.72,394072142.0,1664360.0,279.97,1.18,1813737.0,1.29,0.03,32.1,289855456.0,238586187.0,51269269.0,6541514.0,4935727.0,20.45,16.84,3.62,3483.0,4393602.0,0.31,81.94,0.0,0.0,0.0,441976.0
29881965.0,0.0,386713.0,0.0,2332.71,20963.57,271.3,0.0,1.64,0.73,395973198.0,1901056.0,281.32,1.35,1809461.0,1.29,0.03,33.1,293370338.0,241720520.0,51649818.0,3514882.0,5006348.0,20.7,17.06,3.64,3533.0,4468224.0,0.32,81.94,0.0,0.0,0.0,0.0
29881965.0,0.0,386713.0,0.0,2332.71,20963.57,271.3,0.0,1.64,0.74,397832667.0,1859469.0,282.64,1.32,1799207.0,1.28,0.03,33.9,300054027.0,247652194.0,52401833.0,6683689.0,5297682.0,21.17,17.48,3.7,3738.0,4728429.0,0.33,81.94,0.0,0.0,0.0,0.0
29881965.0,0.0,386713.0,0.0,2332.71,20963.57,271.3,0.0,1.64,0.76,399568448.0,1735781.0,283.87,1.23,1771536.0,1.26,0.03,34.5,306661528.0,253359907.0,53301621.0,6607501.0,5757941.0,21.64,17.88,3.76,4063.0,5116702.0,0.36,81.94,0.0,0.0,0.0,0.0
29881965.0,0.0,386713.0,0.0,2332.71,20963.57,271.3,0.0,1.64,0.77,401811892.0,2243444.0,285.47,1.59,1800608.0,1.28,0.03,35.9,314841384.0,260253182.0,54588202.0,8179856.0,6276153.0,22.22,18.36,3.85,4429.0,5537132.0,0.39,81.94,0.0,12.769165239507524,0.0,0.0
30233183.0,351218.0,395751.0,9038.0,1291.14,21209.97,277.64,6.34,0.91,0.78,404265101.0,2453209.0,287.21,1.74,1892288.0,1.34,0.03,38.5,318030412.0,262916313.0,55114099.0,3189028.0,6249116.0,22.44,18.55,3.89,4410.0,5482147.0,0.39,81.94,0.18560484154375997,0.0,0.0,0.0
30233183.0,0.0,395751.0,0.0,1291.14,21209.97,277.64,0.0,0.91,0.79,406371279.0,2106178.0,288.7,1.5,1994785.0,1.42,0.02,41.2,321423578.0,265545768.0,55877810.0,3393166.0,5444234.0,22.68,18.74,3.94,3842.0,4685851.0,0.33,81.94,0.0,0.0,351218.0,0.0
30233183.0,0.0,395751.0,0.0,1291.14,21209.97,277.64,0.0,0.91,0.8,408139287.0,1768008.0,289.96,1.26,2009592.0,1.43,0.02,42.1,327423913.0,270178001.0,57245912.0,6000335.0,5366922.0,23.1,19.06,4.04,3787.0,4513116.0,0.32,81.94,0.0,0.0,0.0,351218.0
30233183.0,0.0,395751.0,0.0,1291.14,21209.97,277.64,0.0,0.91,0.82,410100044.0,1960757.0,291.35,1.39,2018121.0,1.43,0.02,43.0,329158139.0,271410023.0,57748116.0,1734226.0,5112543.0,23.23,19.15,4.07,3608.0,4241358.0,0.3,81.94,0.0,0.0,0.0,0.0
30233183.0,0.0,395751.0,0.0,1291.14,21209.97,277.64,0.0,0.91,0.82,412021494.0,1921450.0,292.72,1.36,2026975.0,1.44,0.02,43.8,334741649.0,275693081.0,59048568.0,5583510.0,4955375.0,23.62,19.45,4.17,3497.0,4005841.0,0.28,81.94,0.0,0.0,0.0,0.0
30233183.0,0.0,395751.0,0.0,1291.14,21209.97,277.64,0.0,0.91,0.83,414251520.0,2230026.0,294.3,1.58,2097582.0,1.49,0.02,46.0,335671794.0,276339011.0,59332783.0,930145.0,4144324.0,23.69,19.5,4.19,2924.0,3282729.0,0.23,81.94,0.0,0.0,0.0,0.0
30233183.0,0.0,395751.0,0.0,1291.14,21209.97,277.64,0.0,0.91,0.84,416416463.0,2164943.0,295.84,1.54,2086367.0,1.48,0.02,46.8,344300590.0,282231365.0,62069225.0,8628796.0,4208458.0,24.29,19.92,4.38,2970.0,3139740.0,0.22,81.94,0.0,12.651562630544746,0.0,0.0
30545433.0,312250.0,402005.0,6254.0,893.43,21429.03,282.02,4.39,0.63,0.85,418254953.0,1838490.0,297.15,1.31,1998550.0,1.42,0.02,45.7,347378550.0,284455266.0,62923284.0,3077960.0,4192591.0,24.51,20.07,4.44,2958.0,3076993.0,0.22,81.94,0.1562381945719674,0.0,0.0,0.0
30545433.0,0.0,402005.0,0.0,893.43,21429.03,282.02,0.0,0.63,0.86,419777457.0,1522504.0,298.23,1.08,1915168.0,1.36,0.02,44.2,351229497.0,286751758.0,64477739.0,3850947.0,4257988.0,24.78,20.23,4.55,3005.0,3029427.0,0.21,81.94,0.0,0.0,312250.0,0.0
30545433.0,0.0,402005.0,0.0,893.43,21429.03,282.02,0.0,0.63,0.88,421424881.0,1647424.0,299.4,1.17,1897942.0,1.35,0.02,44.2,354307646.0,288782557.0,65525089.0,3078149.0,3840533.0,25.0,20.38,4.62,2710.0,2657794.0,0.19,81.94,0.0,0.0,0.0,312250.0
30545433.0,0.0,402005.0,0.0,893.43,21429.03,282.02,0.0,0.63,0.88,423332097.0,1907216.0,300.76,1.36,1890293.0,1.34,0.02,44.4,358070763.0,291184757.0,66886006.0,3763117.0,4130375.0,25.27,20.55,4.72,2915.0,2824962.0,0.2,81.94,0.0,0.0,0.0,0.0
30545433.0,0.0,402005.0,0.0,893.43,21429.03,282.02,0.0,0.63,0.89,425225897.0,1893800.0,302.1,1.34,1886343.0,1.34,0.02,44.8,368991222.0,298678913.0,70312309.0,10920459.0,4892796.0,26.04,21.08,4.96,3453.0,3283690.0,0.23,81.94,0.0,12.583789644435612,0.0,0.0
30837222.0,291789.0,408040.0,6035.0,862.14,21633.73,286.26,4.23,0.6,0.9,430885470.0,1843500.0,306.12,1.31,1804360.0,1.28,0.02,43.7,377352501.0,304018852.0,73333649.0,1319915.0,4281993.0,26.63,21.45,5.17,3022.0,2794798.0,0.2,81.94,0.16171320484093815,0.0,0.0,0.0
30837222.0,0.0,408040.0,0.0,862.14,21633.73,286.26,0.0,0.6,0.9,432317813.0,1432343.0,307.14,1.02,1791479.0,1.27,0.02,43.6,381467646.0,306612781.0,74854865.0,4115145.0,4319736.0,26.92,21.64,5.28,3048.0,2837289.0,0.2,81.94,0.0,0.0,291789.0,0.0
30837222.0,0.0,408040.0,0.0,862.14,21633.73,286.26,0.0,0.6,0.91,434058138.0,1740325.0,308.38,1.24,1804751.0,1.28,0.02,44.7,387697935.0,311387539.0,76310396.0,6230289.0,4770041.0,27.36,21.97,5.38,3366.0,3229283.0,0.23,81.94,0.0,0.0,0.0,291789.0
30837222.0,0.0,408040.0,0.0,862.14,21633.73,286.26,0.0,0.6,0.91,435973639.0,1915501.0,309.74,1.36,1805935.0,1.28,0.02,45.4,391340491.0,313529502.0,77810989.0,3642556.0,4752818.0,27.61,22.12,5.49,3354.0,3192106.0,0.22,81.94,0.0,0.0,0.0,0.0
30837222.0,0.0,408040.0,0.0,862.14,21633.73,286.26,0.0,0.6,0.92,438011958.0,2038319.0,311.18,1.45,1826580.0,1.3,0.02,46.7,395343767.0,316116189.0,79227578.0,4003276.0,3764649.0,27.9,22.31,5.59,2656.0,2491039.0,0.18,81.94,0.0,0.0,0.0,0.0
30837222.0,0.0,408040.0,0.0,862.14,21633.73,286.26,0.0,0.6,0.93,440023239.0,2011281.0,312.61,1.43,1858091.0,1.32,0.02,48.3,399695879.0,318665226.0,81030653.0,4352112.0,3883425.0,28.2,22.49,5.72,2740.0,2534289.0,0.18,81.94,0.0,0.0,0.0,0.0
30837222.0,0.0,408040.0,0.0,862.14,21633.73,286.26,0.0,0.6,0.94,442021954.0,1998715.0,314.03,1.42,1854283.0,1.32,0.02,48.3,404931715.0,321893762.0,83037953.0,5235836.0,4128447.0,28.57,22.71,5.86,2913.0,2674609.0,0.19,81.94,0.0,0.0,0.0,0.0
31106065.0,0.0,413609.0,0.0,795.57,21822.34,290.17,0.0,0.56,0.96,447341133.0,1918877.0,317.81,1.36,1897571.0,1.35,0.02,49.2,415472455.0,328716212.0,86756243.0,3626054.0,3967789.0,29.32,23.2,6.12,2800.0,2475525.0,0.18,81.94,0.0,0.0,0.0,0.0
31106065.0,0.0,413609.0,0.0,795.57,21822.34,290.17,0.0,0.56,0.96,449193273.0,1852140.0,319.13,1.32,1888519.0,1.34,0.02,49.0,417851151.0,330259212.0,87591939.0,2378696.0,3787237.0,29.48,23.3,6.18,2672.0,2389959.0,0.17,78.24,0.0,0.0,0.0,0.0
31106065.0,0.0,413609.0,0.0,795.57,21822.34,290.17,0.0,0.56,0.96,450911712.0,1718439.0,320.35,1.22,1842822.0,1.31,0.02,48.5,423417030.0,333945151.0,89471879.0,5565879.0,4010466.0,29.88,23.56,6.31,2830.0,2546995.0,0.18,78.24,0.0,0.0,0.0,0.0
31106065.0,0.0,413609.0,0.0,795.57,21822.34,290.17,0.0,0.56,0.97,452939545.0,2027833.0,321.79,1.44,1845187.0,1.31,0.02,48.3,427882261.0,336819816.0,91062445.0,4465231.0,4026626.0,30.19,23.77,6.43,2841.0,2593513.0,0.18,78.24,0.0,0.0,0.0,0.0
31106065.0,0.0,413609.0,0.0,795.57,21822.34,290.17,0.0,0.56,0.98,454570811.0,1631266.0,322.95,1.16,1792694.0,1.27,0.02,47.2,433150864.0,340387695.0,92763169.0,5268603.0,4031307.0,30.56,24.02,6.55,2845.0,2641990.0,0.19,78.24,0.0,12.490638617981352,0.0,0.0
31371901.0,265836.0,420551.0,6942.0,991.71,22008.83,295.04,4.87,0.7,1.0,456289567.0,1718756.0,324.17,1.22,1761558.0,1.25,0.02,46.2,435196001.0,341802707.0,93393294.0,2045137.0,3829563.0,30.71,24.12,6.59,2702.0,2522776.0,0.18,78.24,0.15090950686295493,0.0,0.0,0.0
31371901.0,0.0,420551.0,0.0,991.71,22008.83,295.04,0.0,0.7,1.01,457444011.0,1154444.0,324.99,0.82,1717394.0,1.22,0.02,45.1,441912395.0,346516149.0,95396246.0,6716394.0,4295142.0,31.18,24.45,6.73,3031.0,2874767.0,0.2,74.54,0.0,0.0,265836.0,0.0
31371901.0,0.0,420551.0,0.0,991.71,22008.83,295.04,0.0,0.7,1.01,459164121.0,1720110.0,326.21,1.22,1688998.0,1.2,0.02,44.1,446156659.0,349324061.0,96832598.0,4244264.0,4383458.0,31.48,24.65,6.83,3093.0,2943978.0,0.21,74.54,0.0,0.0,0.0,265836.0
31371901.0,0.0,420551.0,0.0,991.71,22008.83,295.04,0.0,0.7,1.02,460900978.0,1736857.0,327.45,1.23,1672529.0,1.19,0.02,43.3,450706257.0,352545271.0,98160986.0,4549598.0,4693587.0,31.8,24.88,6.93,3312.0,3183723.0,0.22,74.54,0.0,0.0,0.0,0.0
31371901.0,0.0,420551.0,0.0,991.71,22008.83,295.04,0.0,0.7,1.02,462629773.0,1728795.0,328.67,1.23,1674009.0,1.19,0.02,42.0,456033754.0,356140739.0,99893015.0,5327497.0,4659532.0,32.18,25.13,7.05,3288.0,3170798.0,0.22,74.54,0.0,0.0,0.0,0.0
31371901.0,0.0,420551.0,0.0,991.71,22008.83,295.04,0.0,0.7,1.02,464650723.0,2020950.0,330.11,1.44,1673025.0,1.19,0.02,41.6,461518479.0,359820313.0,101698166.0,5484725.0,4805174.0,32.57,25.39,7.18,3391.0,3285785.0,0.23,74.54,0.0,0.0,0.0,0.0
31655824.0,0.0,424351.0,0.0,542.86,22208.02,297.7,0.0,0.38,0.99,473142307.0,1847518.0,336.14,1.31,1748761.0,1.24,0.02,43.1,489342295.0,381126275.0,108216020.0,4055725.0,5519434.0,34.53,26.89,7.64,3895.0,4083001.0,0.29,74.54,0.0,0.0,0.0,0.0
31655824.0,0.0,424351.0,0.0,542.86,22208.02,297.7,0.0,0.38,0.99,474893363.0,1751056.0,337.39,1.24,1751941.0,1.25,0.02,43.1,495327595.0,385631050.0,109696545.0,5985300.0,5613406.0,34.95,27.21,7.74,3961.0,4212902.0,0.3,74.54,0.0,0.0,0.0,0.0
31655824.0,0.0,424351.0,0.0,542.86,22208.02,297.7,0.0,0.38,0.97,476533650.0,1640287.0,338.55,1.16,1697561.0,1.21,0.02,42.2,501009609.0,390041560.0,110968049.0,5682014.0,5641590.0,35.35,27.52,7.83,3981.0,4317321.0,0.3,74.54,0.0,0.0,0.0,0.0
31655824.0,0.0,424351.0,0.0,542.86,22208.02,297.7,0.0,0.38,0.97,478316964.0,1783314.0,339.82,1.27,1698561.0,1.21,0.02,42.7,506810492.0,394378151.0,112432341.0,5800883.0,5705633.0,35.76,27.83,7.93,4026.0,4352957.0,0.31,74.54,0.0,12.537647193746293,0.0,0.0
31934455.0,278631.0,427862.0,3511.0,501.57,22403.49,300.17,2.46,0.35,0.96,480039185.0,1722221.0,341.04,1.22,1688954.0,1.2,0.02,43.1,508664759.0,395667593.0,112997166.0,1854267.0,5205874.0,35.89,27.92,7.97,3673.0,3953287.0,0.28,74.54,0.1649724237768324,0.0,0.0,0.0
31934455.0,0.0,427862.0,0.0,501.57,22403.49,300.17,0.0,0.35,0.96,481767232.0,1728047.0,342.27,1.23,1731677.0,1.23,0.02,44.6,514500268.0,400158057.0,114342211.0,5835509.0,5106452.0,36.3,28.24,8.07,3603.0,3873638.0,0.27,74.54,0.0,0.0,278631.0,0.0
31934455.0,0.0,427862.0,0.0,501.57,22403.49,300.17,0.0,0.35,0.96,483278545.0,1511313.0,343.34,1.07,1711965.0,1.22,0.02,44.8,519080524.0,403596088.0,115484436.0,4580256.0,4827708.0,36.63,28.48,8.15,3407.0,3643642.0,0.26,74.54,0.0,0.0,0.0,278631.0
31934455.0,0.0,427862.0,0.0,501.57,22403.49,300.17,0.0,0.35,0.96,485056507.0,1777962.0,344.61,1.26,1702029.0,1.21,0.02,44.9,523671019.0,406980329.0,116690690.0,4590495.0,4904103.0,36.95,28.72,8.23,3460.0,3693436.0,0.26,74.54,0.0,0.0,0.0,0.0
31934455.0,0.0,427862.0,0.0,501.57,22403.49,300.17,0.0,0.35,0.94,491700577.0,2229798.0,349.33,1.58,1911945.0,1.36,0.02,51.9,543846290.0,422575401.0,121270889.0,7656387.0,5290828.0,38.38,29.82,8.56,3733.0,4028179.0,0.28,74.54,0.0,0.0,0.0,0.0
32192576.0,0.0,431225.0,0.0,480.43,22584.57,302.52,0.0,0.34,0.94,496629524.0,1823872.0,352.83,1.3,1907283.0,1.36,0.02,53.5,556520316.0,433454974.0,123065342.0,6000278.0,5348542.0,39.27,30.59,8.68,3774.0,4265555.0,0.3,69.62,0.0,0.0,0.0,0.0
32192576.0,0.0,431225.0,0.0,480.43,22584.57,302.52,0.0,0.34,0.94,498427083.0,1797559.0,354.11,1.28,1910082.0,1.36,0.02,54.7,562151515.0,437698591.0,124452924.0,5631199.0,5497214.0,39.67,30.89,8.78,3879.0,4388323.0,0.31,69.61,0.0,0.0,0.0,0.0
32192576.0,0.0,431225.0,0.0,480.43,22584.57,302.52,0.0,0.34,0.94,500300840.0,1873757.0,355.44,1.33,1847235.0,1.31,0.02,53.7,566595708.0,441116044.0,125479664.0,4444193.0,5237892.0,39.98,31.13,8.85,3696.0,4171832.0,0.29,69.6,0.0,0.0,0.0,0.0
32192576.0,0.0,431225.0,0.0,480.43,22584.57,302.52,0.0,0.34,0.95,502699702.0,2398862.0,357.14,1.7,1889846.0,1.34,0.02,55.9,573205464.0,446102199.0,127103265.0,6609756.0,5287937.0,40.45,31.48,8.97,3731.0,4179441.0,0.3,69.58,0.0,0.0,0.0,0.0
32192576.0,0.0,431225.0,0.0,480.43,22584.57,302.52,0.0,0.34,0.96,504576158.0,1876456.0,358.48,1.33,1839369.0,1.31,0.02,55.6,576365820.0,448292884.0,128072936.0,3160356.0,4645647.0,40.67,31.63,9.04,3278.0,3673926.0,0.26,69.57,0.0,12.353021741806037,0.0,0.0
